in-plane magnitude,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.02,2.8629178667976763e-06,-2.919268230073392e-06,-5.707633259598268e-05,-2.29968686238998e-05,2.861214648423279e-06,-2.916214822741256e-06,1.601922620097893e-09,2.391612841194681e-09,37,31,2023/07/Data_0704/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-295.hdf5,-5.5000174317976915e-08,2.878535749812496e-09,5.777429471164534e-06,2.878535749812496e-09,-0.0095198348318202,0.0004982607227179
0.0,2.9104549290754586e-06,-2.929639081457441e-06,-4.781569522960136e-05,-1.354019602340108e-05,2.9120776863298467e-06,-2.925760990328439e-06,3.8041230704814015e-09,6.386669250118583e-09,37,31,2023/07/Data_0704/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-293.hdf5,-1.36833039985922e-08,7.43376731178607e-09,5.8378386766582856e-06,7.43376731178607e-09,-0.0023438989592677,0.0012733801229431
0.0,2.8852031982637308e-06,-2.883182294662376e-06,-0.0001064621481099,-6.92127824370364e-05,2.8726684644812663e-06,-2.883784164074456e-06,4.366648398958402e-09,5.171778872729327e-09,31,35,2023/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-232.hdf5,-1.1115699593189533e-08,6.768671579308263e-09,5.756452628555722e-06,6.768671579308263e-09,-0.0019309981876769,0.0011758429427656
0.02,2.8697182931264303e-06,-2.844002879477116e-06,-9.40885982212594e-05,-5.682360498695071e-05,2.8688637282360667e-06,-2.8403082123667283e-06,1.4729512252589226e-09,2.319377492725446e-09,67,65,2023/06/Data_0626/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-235.hdf5,2.8555515869338417e-08,2.747562058580868e-09,5.709171940602795e-06,2.747562058580868e-09,0.0050016913427069,0.0004812600592023
0.04,2.857301510863597e-06,-2.794221298075877e-06,-0.0001025068752673,-6.734001903225806e-05,2.856199061620225e-06,-2.7912952143305064e-06,2.470579023817996e-09,2.920897904525869e-09,33,33,2023/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-237.hdf5,6.490384728971839e-08,3.82562482237779e-09,5.647494275950731e-06,3.82562482237779e-09,0.0114925034215802,0.0006774468935838
0.06,2.8164746900292382e-06,-2.7140071941729805e-06,-0.0001055342512572,-7.158053260890207e-05,2.81475826956246e-06,-2.713366218959232e-06,2.421477548532148e-09,2.3906716144452193e-09,31,35,2023/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-239.hdf5,1.0139205060322781e-07,3.402773028892666e-09,5.528124488521691e-06,3.402773028892666e-09,0.0183411301271801,0.0006156419467842
0.08,2.734374505238013e-06,-2.60221812856036e-06,-0.0001128628260605,-7.91150297869947e-05,2.7324186027893075e-06,-2.598636872484925e-06,1.7342463082964831e-09,2.1627987123866446e-09,33,35,2023/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-241.hdf5,1.3378173030438245e-07,2.772238901707663e-09,5.331055475274233e-06,2.772238901707663e-09,0.0250947923773951,0.0005201806066312
0.1,2.631317197184985e-06,-2.468744893500897e-06,-0.0001139400161108,-8.104812416222574e-05,2.6294346903997822e-06,-2.4660505258322577e-06,2.909331842667047e-09,2.7988468229571314e-09,35,33,2023/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-243.hdf5,1.633841645675245e-07,4.0370478457820724e-09,5.09548521623204e-06,4.0370478457820724e-09,0.0320644958495909,0.0007926865548722
0.12,2.503852538571133e-06,-2.323731851998158e-06,-0.0001047523116468,-7.755436934653195e-05,2.502156261435226e-06,-2.3210073469070538e-06,2.9207018796436793e-09,2.7625485610844747e-09,51,53,2023/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-245.hdf5,1.811489145281721e-07,4.020220643460259e-09,4.82316360834228e-06,4.020220643460259e-09,0.0375581110735807,0.0008341112713691
0.14,2.373984336688414e-06,-2.180919922933101e-06,-0.000108447503635,-8.501914035575891e-05,2.3714530962345178e-06,-2.1795630098055006e-06,2.343196812944666e-09,2.632181065596044e-09,49,53,2023/06/Data_0627/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-245.hdf5,1.918900864290172e-07,3.5240528466917703e-09,4.551016106040019e-06,3.5240528466917703e-09,0.0421642292529671,0.0007750322001061
0.16,2.23001159843354e-06,-2.0417295657308275e-06,-0.0001075170364171,-8.70036723930705e-05,2.2294415562681526e-06,-2.0395923323915885e-06,2.0949705098457753e-09,2.476742698272129e-09,35,37,2023/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-247.hdf5,1.8984922387656413e-07,3.243941403689002e-09,4.269033888659741e-06,3.243941403689002e-09,0.0444712384178723,0.0007606282032165
0.18,2.076421889967249e-06,-1.909348051844876e-06,-0.0001019402280613,-8.419000390551359e-05,2.0754368319990664e-06,-1.9075082462792083e-06,1.026051058304746e-09,1.988449768954749e-09,37,33,2023/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-249.hdf5,1.679285857198581e-07,2.2375686040665846e-09,3.982945078278275e-06,2.2375686040665846e-09,0.0421619134634036,0.0005622865638696
0.2,1.9228486554358705e-06,-1.781897517976164e-06,-9.743398925803194e-05,-8.426815874949544e-05,1.921512177463793e-06,-1.7823967742980095e-06,1.0685373435457387e-09,1.611250007845658e-09,35,37,2023/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-251.hdf5,1.3911540316578358e-07,1.9333645911556404e-09,3.7039089517618026e-06,1.9333645911556404e-09,0.03755907744428,0.0005223475574847
0.22,1.769118221027134e-06,-1.6622106103802169e-06,-9.533984317590996e-05,-8.477569354815444e-05,1.7686855478909466e-06,-1.6622995938271324e-06,6.912228777470838e-10,8.08479388128734e-10,37,37,2023/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-253.hdf5,1.0638595406381423e-07,1.063686038147522e-09,3.430985141718079e-06,1.063686038147522e-09,0.0310074073974395,0.0003101725063688
0.24,1.625649476433681e-06,-1.5509342130324096e-06,-9.430607601680409e-05,-8.688761472236036e-05,1.6253108483349938e-06,-1.548795089106758e-06,8.61937971984586e-10,1.0190072858314648e-09,37,37,2023/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-255.hdf5,7.65157592282357e-08,1.334658351836345e-09,3.174105937441752e-06,1.334658351836345e-09,0.0241062399101604,0.0004206053969276
0.26,1.4941933723041275e-06,-1.4396407116329053e-06,-9.622308216167082e-05,-8.979959427858955e-05,1.4942740022455603e-06,-1.4394546809037512e-06,4.97299427725598e-10,5.836319791747446e-10,45,47,2023/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-257.hdf5,5.4819321341809124e-08,7.667678970403213e-10,2.9337286831493115e-06,7.667678970403213e-10,0.01868588655,0.0002614085457203
0.28,1.379676400404612e-06,-1.338462034274854e-06,-9.108510209626167e-05,-8.464364754837772e-05,1.3796212829290814e-06,-1.3384345638675223e-06,5.141852173151274e-10,6.095955896876825e-10,47,45,2023/06/Data_0628/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-257.hdf5,4.1186719061559095e-08,7.974918311005311e-10,2.718055846796604e-06,7.974918311005311e-10,0.0151530069222456,0.0002934389241038
0.3,1.2785139330774723e-06,-1.2460920696601863e-06,-9.644888931341992e-05,-8.93232411635656e-05,1.2787097231092128e-06,-1.2452512415394749e-06,5.172562195572921e-10,6.58113572936256e-10,37,37,2023/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-259.hdf5,3.34584815697379e-08,8.370588220391841e-10,2.523960964648688e-06,8.370588220391841e-10,0.0132563387621151,0.0003316740547589
0.35,1.076784221851691e-06,-1.0524377684235015e-06,-9.418276669808713e-05,-8.719706590203615e-05,1.0770628094762764e-06,-1.0524850852986728e-06,3.3348914542270275e-10,5.16280507997432e-10,37,37,2023/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-261.hdf5,2.4577724177603567e-08,6.146223011352996e-10,2.129547894774949e-06,6.146223011352996e-10,0.0115412873492572,0.0002886355528933
0.4,9.24624074298872e-07,-9.068690688106116e-07,-0.000100643051517,-9.418745271998829e-05,9.248824745672322e-07,-9.069587429704948e-07,2.166591123995052e-10,2.6586237407716136e-10,35,37,2023/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-263.hdf5,1.7923731596737437e-08,3.4296351545854826e-10,1.8318412175377269e-06,3.4296351545854826e-10,0.0097845443290274,0.0001872323479697
0.45,8.007538368116054e-07,-7.882600613379753e-07,-9.960266352813315e-05,-9.235779277782404e-05,8.012923501599787e-07,-7.88733291852305e-07,5.14859963550743e-10,4.765703754462951e-10,37,37,2023/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-265.hdf5,1.2559058307673732e-08,7.015697433758778e-10,1.5900256420122835e-06,7.015697433758778e-10,0.0078986514278973,0.0004412454802658
0.5,6.88430171029508e-07,-6.811595545566772e-07,-9.571301760326062e-05,-8.842789143906184e-05,6.886963268657496e-07,-6.812564268840249e-07,3.0541886428207834e-10,3.1133103913032286e-10,37,37,2023/06/Data_0629/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-267.hdf5,7.4398999817246565e-09,4.361280758966582e-10,1.3699527537497743e-06,4.361280758966582e-10,0.0054307712155477,0.000318357334644
0.55,5.811666861238599e-07,-5.791384081372119e-07,-8.92444809124092e-05,-8.165343851236334e-05,5.814487205829728e-07,-5.793359227325674e-07,2.664604779077198e-10,2.9520714100298745e-10,37,37,2023/06/Data_0630/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-269.hdf5,2.112797850405401e-09,3.9767881812584405e-10,1.1607846433155404e-06,3.9767881812584405e-10,0.0018201462799943,0.0003425953979981
0.6,4.881344718266828e-07,-4.884079233013367e-07,-8.178308800411716e-05,-7.447761985491368e-05,4.881811435121402e-07,-4.884120623944684e-07,1.6661972897384846e-10,1.7819935135855248e-10,35,35,2023/06/Data_0630/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-271.hdf5,-2.3091888232821878e-10,2.4396135535762124e-10,9.765932059066085e-07,2.4396135535762124e-10,-0.0002364535007325,0.0002498085801765
0.65,4.144695947762178e-07,-4.143312475710184e-07,-8.190785536375536e-05,-7.463064051593505e-05,4.144682476959571e-07,-4.143668479608002e-07,1.9022936084556896e-10,1.700300256294024e-10,35,35,2023/06/Data_0630/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-273.hdf5,1.0139973515688869e-10,2.5514195919771587e-10,8.288350956567573e-07,2.5514195919771587e-10,0.0001223400597878,0.0003078319951026
0.7,3.5589281439860575e-07,-3.55392561641816e-07,-7.719801021193369e-05,-7.030284415568821e-05,3.559092416601409e-07,-3.554579100439319e-07,1.7285764550767656e-10,1.6377844279341502e-10,35,35,2023/06/Data_0630/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-275.hdf5,4.5133161620899616e-10,2.3812421954579397e-10,7.113671517040729e-07,2.3812421954579397e-10,0.0006344566446845,0.0003347417250038
0.75,3.051860277372083e-07,-3.047571947495891e-07,-7.46898408280086e-05,-6.857486462849528e-05,3.052045630576095e-07,-3.045270671200475e-07,1.5840745654279951e-10,1.7096678804887186e-10,35,33,2023/07/Data_0701/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-277.hdf5,6.774959375620243e-10,2.3307201656163437e-10,6.097316301776569e-07,2.3307201656163437e-10,0.0011111379236872,0.0003822536816275
0.8,2.58872599841468e-07,-2.586063682383999e-07,-6.848879967067518e-05,-6.207703136846475e-05,2.58954522870374e-07,-2.578812422563276e-07,2.5118078933883806e-10,2.726052538248792e-10,33,33,2023/07/Data_0701/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-279.hdf5,1.073280614046406e-09,3.7068236179485054e-10,5.168357651267016e-07,3.7068236179485054e-10,0.002076637660289,0.000717216543582
0.85,2.181177633050853e-07,-2.168237519873477e-07,-6.369106938866254e-05,-5.819355011991677e-05,2.179136366657015e-07,-2.1659245435424415e-07,3.87218861479719e-10,3.813575565607636e-10,33,33,2023/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-281.hdf5,1.3211823114573375e-09,5.434814004468284e-10,4.345060910199456e-07,5.434814004468284e-10,0.0030406531433334,0.0012508085020473
0.9,1.8720486909136456e-07,-1.860812403792717e-07,-5.773613719619499e-05,-5.3065144369992856e-05,1.8700347514041024e-07,-1.8558486447458977e-07,4.109470341046791e-10,4.532885143975064e-10,31,27,2023/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-283.hdf5,1.4186106658204743e-09,6.118398010297554e-10,3.72588339615e-07,6.118398010297554e-10,0.0038074478317983,0.0016421454210359
0.95,1.622679330451672e-07,-1.6052742934607385e-07,-5.259765913063658e-05,-4.6191134840688445e-05,1.6148520266649085e-07,-1.599485909098039e-07,4.880382890312821e-10,6.279286285775476e-10,27,27,2023/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-285.hdf5,1.5366117566869447e-09,7.952834300724872e-10,3.214337935762948e-07,7.952834300724872e-10,0.0047804922425563,0.0024742031897778
1.0,1.3993363306520714e-07,-1.3810181722821672e-07,-4.821494974103242e-05,-3.563091000336906e-05,1.3916924660319356e-07,-1.3723525074978997e-07,5.97071310257727e-10,5.966585547196942e-10,23,25,2023/07/Data_0703/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-287.hdf5,1.9339958534035923e-09,8.440945328889845e-10,2.764044973529836e-07,8.440945328889845e-10,0.0069969767927971,0.0030539126648685
