VectorMagnet - Field Z,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.35,7.251646798344075e-07,-7.792650500161316e-07,-5.392037050919604e-05,-4.088757433310229e-05,7.241509052954517e-07,-7.788104221228372e-07,1.1410278112710659e-09,1.260155756158906e-09,57,57,2023/11/Data_1118/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-085.hdf5,-5.4659516827385474e-08,1.6999814692738455e-09,1.5029613274182889e-06,1.6999814692738455e-09,-0.0363678797519539,0.0011318357191094
-0.325,8.137627596583629e-07,-8.788908063173468e-07,-4.692804201296277e-05,-3.487211895377021e-05,8.123116295653824e-07,-8.786659142345316e-07,1.801286959951846e-09,1.9802838028238686e-09,45,45,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-086.hdf5,-6.635428466914925e-08,2.6769681828178543e-09,1.690977543799914e-06,2.6769681828178543e-09,-0.0392401926994487,0.0015843074841184
-0.3,9.095501806916e-07,-9.84707037703189e-07,-4.132844872392337e-05,-3.534473387318838e-05,9.053848775858396e-07,-9.810756491639749e-07,2.195927683270359e-09,3.246405589519916e-09,42,45,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-086.hdf5,-7.56907715781353e-08,3.9193427563584285e-09,1.8864605267498143e-06,3.9193427563584285e-09,-0.0401231674370324,0.0020792888297422
-0.275,1.0053210467409646e-06,-1.0895833075144648e-06,-3.835593705844461e-05,-3.667388309586762e-05,9.98974525161133e-07,-1.0856846618349553e-06,3.092584182964651e-09,2.4222522848099682e-09,41,45,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-086.hdf5,-8.67101366738222e-08,3.92827991110489e-09,2.0846591869960884e-06,3.92827991110489e-09,-0.0415943945248758,0.0018860044909014
-0.25,1.0997093736678743e-06,-1.1897059165444542e-06,-3.125753472432578e-05,-3.226957766536877e-05,1.0964479040991534e-06,-1.1883273006053328e-06,3.355527796401207e-09,3.487346886129663e-09,43,46,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-086.hdf5,-9.18793965061794e-08,4.839540793982359e-09,2.284775204704486e-06,4.839540793982359e-09,-0.0402137577110406,0.0021198813458895
-0.225,1.1995769666261587e-06,-1.2929599852321655e-06,-2.2029869129488853e-05,-2.759690469937201e-05,1.1943293531364915e-06,-1.2883473906876467e-06,4.442139544488902e-09,4.362977561390645e-09,43,43,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-087.hdf5,-9.40180375511552e-08,6.226409634284459e-09,2.4826767438241385e-06,6.226409634284459e-09,-0.0378696251072689,0.002509739829695
-0.2,1.3042034745321e-06,-1.3981639208555736e-06,-2.0355125189897105e-05,-3.532225915011351e-05,1.2982338111501415e-06,-1.390209669797502e-06,4.664918740887658e-09,5.403541180633497e-09,43,43,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-088.hdf5,-9.19758586473604e-08,7.138607998054448e-09,2.6884434809476432e-06,7.138607998054448e-09,-0.0342115649070443,0.0026568475222375
-0.175,1.4181623699260596e-06,-1.4969439591109045e-06,-1.1486808449300345e-05,-3.472038003009978e-05,1.4070824134290206e-06,-1.4935803601119245e-06,6.217817968172189e-09,5.230118577719407e-09,39,45,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-089.hdf5,-8.64979466829039e-08,8.124986192131691e-09,2.9006627735409453e-06,8.124986192131691e-09,-0.0298200630117759,0.0028023243443854
-0.15,1.5213823274134894e-06,-1.6013271360615496e-06,-1.25967360681967e-05,-3.698310533396787e-05,1.5157730760633476e-06,-1.593470976383901e-06,4.326778529606964e-09,4.903782327799383e-09,43,43,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-090.hdf5,-7.769790032055339e-08,6.539731918259749e-09,3.109244052447249e-06,6.539731918259749e-09,-0.0249893218447739,0.0021039755677021
-0.14,1.5745966373283834e-06,-1.6433332368739712e-06,-1.051008092813749e-05,-3.616412599415032e-05,1.5635162286057803e-06,-1.6332128365933911e-06,5.832643502234221e-09,6.960181862334731e-09,41,41,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-091.hdf5,-6.969660798761079e-08,9.080961500905533e-09,3.1967290651991714e-06,9.080961500905533e-09,-0.0218024757701098,0.002841379224651
-0.13,1.616515985584842e-06,-1.680521355603934e-06,-1.2759043804559e-05,-4.052146031648608e-05,1.6100825527834738e-06,-1.6757353822689608e-06,5.157978967888567e-09,5.245357600112332e-09,43,39,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-092.hdf5,-6.565282948548706e-08,7.3565293030230645e-09,3.285817935052434e-06,7.3565293030230645e-09,-0.0199806656312621,0.0022393199393535
-0.12,1.6629804172431925e-06,-1.7253631985253503e-06,-1.0087462756605086e-05,-4.152917416670148e-05,1.6568815678813608e-06,-1.7164493748196587e-06,5.498508606615863e-09,4.989433680343626e-09,43,43,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-093.hdf5,-5.956780693829793e-08,7.42482628399992e-09,3.3733309427010195e-06,7.42482628399992e-09,-0.0176584533062748,0.0022013801575321
-0.11,1.7137708094049884e-06,-1.7619553457182402e-06,-8.734116414357181e-06,-4.213994132998098e-05,1.7057674852485046e-06,-1.7554502710346816e-06,5.382327967566177e-09,5.9301699526789505e-09,41,43,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-094.hdf5,-4.9682785786177074e-08,8.008518590732081e-09,3.4612177562831864e-06,8.008518590732081e-09,-0.0143541346671954,0.002314024760799
-0.1,1.760524478703098e-06,-1.807240239254892e-06,-3.903529579858837e-06,-4.085869164910817e-05,1.752786119962478e-06,-1.7994819383267968e-06,5.44152227882813e-09,5.710046791807881e-09,39,41,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-095.hdf5,-4.6695818364318815e-08,7.887635835636581e-09,3.5522680582892747e-06,7.887635835636581e-09,-0.0131453532216842,0.0022206424655242
-0.09,1.802526695808112e-06,-1.8489188958266955e-06,-9.527540382113388e-07,-4.167543565645848e-05,1.7982613253774023e-06,-1.8434869384469584e-06,4.974888668421667e-09,6.791888000292522e-09,41,39,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-096.hdf5,-4.5225613069556086e-08,8.418982116129471e-09,3.641748263824361e-06,8.418982116129471e-09,-0.0124186543915758,0.0023119750958572
-0.08,1.856363734799504e-06,-1.8825511771380223e-06,-5.688837638951768e-06,-4.2629436332932216e-05,1.8448386313321504e-06,-1.8805345242019976e-06,5.920328681594969e-09,5.735721607285242e-09,49,49,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,-3.5695892869847213e-08,8.243105850005495e-09,3.725373155534148e-06,8.243105850005495e-09,-0.0095818301629247,0.0022127942364388
-0.07,1.8939176195969745e-06,-1.929964939164034e-06,2.414533356653775e-06,-3.712530657757884e-05,1.8883665420926133e-06,-1.916887721668427e-06,4.947235687845904e-09,6.220527138200723e-09,49,47,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,-2.852117957581393e-08,7.947961929211024e-09,3.805254263761041e-06,7.947961929211024e-09,-0.0074952099383824,0.0020887395758952
-0.06,1.931481624066749e-06,-1.9539323531694472e-06,3.736851603401072e-06,-3.3915883054441625e-05,1.9270066977712065e-06,-1.947454940434686e-06,4.902437541663822e-09,4.832456799941143e-09,47,47,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,-2.0448242663479352e-08,6.883787661833579e-09,3.874461638205892e-06,6.883787661833579e-09,-0.0052776990903304,0.001776732917979
-0.05,1.9599407540981443e-06,-1.985559982217508e-06,6.231383225180253e-06,-3.1702826480917866e-05,1.955801356293885e-06,-1.971930624646485e-06,3.60695538149171e-09,5.110319545704732e-09,47,49,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,-1.6129268352599928e-08,6.255037408623855e-09,3.92773198094037e-06,6.255037408623855e-09,-0.0041065094132869,0.0015925450563874
-0.04,1.987212788807913e-06,-1.9989703836685767e-06,6.995491223505168e-06,-2.753495412780301e-05,1.985796302806473e-06,-1.9936057820315607e-06,3.319625862201275e-09,4.335904130702958e-09,49,49,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,-7.809479225087921e-09,5.4607673907283885e-09,3.979402084838034e-06,5.4607673907283885e-09,-0.0019624755324029,0.0013722609049935
-0.03,2.00799402193072e-06,-2.0139797003081368e-06,8.69832303925343e-06,-2.70439277376772e-05,2.0028328206511093e-06,-2.009793824370456e-06,2.948579201744114e-09,3.527605042852564e-09,49,49,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,-6.9610037193467435e-09,4.597620759405542e-09,4.012626645021565e-06,4.597620759405542e-09,-0.0017347748333334,0.0011457900483328
-0.02,2.0214887831397847e-06,-2.023045258565012e-06,1.082816468219102e-05,-2.460951060766944e-05,2.0165070266967574e-06,-2.018633264480108e-06,2.936324588112402e-09,3.292667266557735e-09,47,51,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,-2.126237783350616e-09,4.411763798642699e-09,4.035140291176865e-06,4.411763798642699e-09,-0.0005269303245787,0.0010933360658524
-0.01,2.024586372539022e-06,-2.0187002634200903e-06,5.4861941784928384e-06,-3.0751761380402354e-05,2.016918741585332e-06,-2.016255470720308e-06,3.141630158681826e-09,3.887998144835261e-09,49,49,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,6.632708650241495e-10,4.9986367769804625e-09,4.03317421230564e-06,4.9986367769804625e-09,0.0001644538098553,0.0012393803444749
0.0,2.0260271826063323e-06,-2.0170674428023926e-06,-3.684927101823241e-06,-4.1071714721873136e-05,2.018618916421576e-06,-2.012666717165144e-06,4.573474973203872e-09,2.8987458474874232e-09,49,49,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,5.952199256431978e-09,5.414739219837622e-09,4.03128563358672e-06,5.414739219837622e-09,0.0014765014929334,0.0013431807155862
0.01,2.0261072211124616e-06,-2.0125221067576576e-06,3.28272072424586e-06,-3.38429677757632e-05,2.020353468995371e-06,-2.010468981087595e-06,4.391822616436304e-09,4.419698422317304e-09,51,51,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,9.884487907775644e-09,6.23071745776323e-09,4.030822450082966e-06,6.23071745776323e-09,0.002452226073012,0.0015457729207458
0.02,2.032443428924877e-06,-2.016986961814344e-06,1.389446460505778e-05,-2.206322081500379e-05,2.028444670395116e-06,-2.015419814862025e-06,3.9867531912382195e-09,4.020079669398993e-09,49,53,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,1.302485553309096e-08,5.661734853926245e-09,4.043864485257141e-06,5.661734853926245e-09,0.003220893177943,0.0014000875257671
0.03,2.021487824294912e-06,-2.0064760231170203e-06,6.155060571593972e-06,-3.2133844873352545e-05,2.018141413986024e-06,-2.001662248638512e-06,3.632329593122606e-09,3.939178214750138e-09,49,51,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,1.6479165347511666e-08,5.358259351751865e-09,4.019803662624536e-06,5.358259351751865e-09,0.0040994950824917,0.0013329766392476
0.04,2.009476808299328e-06,-1.9929810762805498e-06,-1.1420537668518483e-05,-5.086936473508376e-05,2.003321528214405e-06,-1.9854385943848364e-06,4.271288491824521e-09,4.298694101699991e-09,51,47,2023/11/Data_1119/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-097.hdf5,1.78829338295685e-08,6.0599237916316154e-09,3.988760122599241e-06,6.0599237916316154e-09,0.0044833314814417,0.0015192652624099
0.05,1.9865259943464903e-06,-1.968987461379723e-06,-2.144113218373053e-05,-6.432361071462365e-05,1.984299303993979e-06,-1.961713828858697e-06,4.570580285720077e-09,5.813520665627377e-09,43,38,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-098.hdf5,2.2585475135282113e-08,7.3950812489038695e-09,3.946013132852676e-06,7.3950812489038695e-09,0.0057236188463859,0.0018740947203345
0.06,1.9605566867397208e-06,-1.928644564810007e-06,-2.652345591233983e-05,-6.518344399220348e-05,1.9519587054716382e-06,-1.9224491322672884e-06,4.8306358514064115e-09,4.5817718969153105e-09,43,41,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-099.hdf5,2.9509573204349865e-08,6.657903306916966e-09,3.874407837738926e-06,6.657903306916966e-09,0.0076165376594869,0.0017184810430195
0.07,1.923397836314619e-06,-1.896123584973409e-06,-2.933959788776808e-05,-6.718122028346677e-05,1.919120246801965e-06,-1.8841360268192635e-06,4.516579623396772e-09,5.000811145826719e-09,41,39,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-100.hdf5,3.4984219982701286e-08,6.7385164250528975e-09,3.803256273621228e-06,6.7385164250528975e-09,0.009198491362611,0.0017718504919739
0.08,1.8909264436670328e-06,-1.855744657130494e-06,-2.9526068621091592e-05,-6.64660517257131e-05,1.8797557923801343e-06,-1.8416441048035844e-06,6.3839886151105665e-09,5.695169270795955e-09,39,43,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-101.hdf5,3.811168757654996e-08,8.555130838326194e-09,3.7213998971837193e-06,8.555130838326194e-09,0.0102412233647322,0.0022990217943146
0.09,1.8533125232194208e-06,-1.8012186923252848e-06,-2.585352198071888e-05,-6.627445996121234e-05,1.843183308958396e-06,-1.7956160042066672e-06,5.543850643791191e-09,5.953034327989524e-09,43,43,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-102.hdf5,4.7567304751728786e-08,8.134672560766395e-09,3.638799313165063e-06,8.134672560766395e-09,0.0130722528663869,0.002235728566701
0.1,1.802523908083748e-06,-1.7577161989481632e-06,-3.2309713826576026e-05,-6.748320485907768e-05,1.797357443704983e-06,-1.7483752011236956e-06,4.450568979279411e-09,5.819735980798204e-09,41,43,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-103.hdf5,4.898224258128742e-08,7.326451468857309e-09,3.545732644828678e-06,7.326451468857309e-09,0.0138144207383278,0.0020664701072918
0.11,1.7691181837429503e-06,-1.6986212679471458e-06,-2.366925803401239e-05,-6.126598710918548e-05,1.7584615785724595e-06,-1.6967655238906545e-06,5.837140115874992e-09,6.0509560874208295e-09,37,45,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-104.hdf5,6.169605468180506e-08,8.407512967831351e-09,3.4552271024631142e-06,8.407512967831351e-09,0.0178558609469762,0.0024336614939559
0.12,1.7211077979098863e-06,-1.6552030379712126e-06,-2.396874371021507e-05,-6.15358478431566e-05,1.7164822979083838e-06,-1.6525115535844395e-06,5.341925255633931e-09,5.278002858298734e-09,39,47,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-104.hdf5,6.397074432394428e-08,7.509559215359398e-09,3.3689938514928238e-06,7.509559215359398e-09,0.0189880858035993,0.0022294231454481
0.13,1.684353295313134e-06,-1.6162362236931388e-06,-2.68355464979974e-05,-5.700228041510388e-05,1.674031487186325e-06,-1.6069371316364867e-06,5.7639787710296594e-09,6.61590218464337e-09,39,41,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-104.hdf5,6.709435554983824e-08,8.7746004461542e-09,3.280968618822812e-06,8.7746004461542e-09,0.020449557232861,0.0026749524224356
0.14,1.6432803863945685e-06,-1.5622876913388375e-06,-2.6768690773855016e-05,-5.734305557055492e-05,1.6359959306054523e-06,-1.5592764885472636e-06,5.235974136265175e-09,5.304120361303883e-09,39,43,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-104.hdf5,7.671944205818869e-08,7.453128065640378e-09,3.195272419152716e-06,7.453128065640378e-09,0.0240102977130607,0.0023332208091859
0.15,1.6011141196132646e-06,-1.5170360025183151e-06,-2.639460524316056e-05,-4.897333268980226e-05,1.5969694080951336e-06,-1.5118340994795056e-06,4.876076823091281e-09,5.396788678181053e-09,39,45,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-104.hdf5,8.5135308615628e-08,7.27333851966421e-09,3.108803507574639e-06,7.27333851966421e-09,0.0273852330673825,0.0023404712824403
0.175,1.4969282051955049e-06,-1.4106630087028029e-06,-2.2989379882323965e-05,-4.3346023465790646e-05,1.4921542724708908e-06,-1.4002857867458852e-06,4.263800441599182e-09,5.602177438910264e-09,41,41,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-105.hdf5,9.186848572500563e-08,7.040197885202983e-09,2.8924400592167763e-06,7.040197885202983e-09,0.0317615867033324,0.0024352269765372
0.2,1.3973879956262044e-06,-1.304530427950534e-06,-2.2403433136554345e-05,-3.377385686606207e-05,1.3933247846153698e-06,-1.2977709386896277e-06,4.829284132720329e-09,4.4993785356880484e-09,41,45,2023/11/Data_1120/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-106.hdf5,9.555384592574216e-08,6.6004842581400545e-09,2.6910957233049973e-06,6.6004842581400545e-09,0.0355074125005075,0.0024542582255583
0.225,1.294643732802058e-06,-1.198627318498864e-06,-2.7962325873947893e-05,-3.359474869548166e-05,1.288057167919052e-06,-1.1928291804344642e-06,4.089690485386392e-09,5.077281631976735e-09,43,43,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-107.hdf5,9.522798748458792e-08,6.519536566096421e-09,2.4808863483535163e-06,6.519536566096421e-09,0.038384663427967,0.0026298414225138
0.25,1.1956184863997142e-06,-1.1011240838288655e-06,-1.5612078069042366e-05,-1.2089942251710849e-05,1.1874425544503497e-06,-1.0937137750046357e-06,4.1496827589284235e-09,4.168422742692528e-09,41,41,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-107.hdf5,9.372877944571399e-08,5.8818037336810314e-09,2.281156329454985e-06,5.8818037336810314e-09,0.0410882753783506,0.0025806063928307
0.275,1.0846408135351271e-06,-1.0036391020018349e-06,-2.165623340988942e-05,-1.833979732701937e-05,1.0848875481802303e-06,-9.9914916103817e-07,3.1544891082013263e-09,3.750599502400111e-09,45,43,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-107.hdf5,8.573838714206023e-08,4.9007956661306305e-09,2.0840367092184006e-06,4.9007956661306305e-09,0.041140535942966,0.0023535772169515
0.3,9.833434584481898e-07,-9.061655682897872e-07,-1.4296120672264183e-05,-5.981653207112217e-06,9.799942075602005e-07,-9.044765411757649e-07,2.810315934636649e-09,2.3596331639440874e-09,43,40,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-107.hdf5,7.551766638443564e-08,3.669570045776132e-09,1.8844707487359652e-06,3.669570045776132e-09,0.0400736739665978,0.0019488311751814
0.325,8.793816157294403e-07,-8.147316538047269e-07,-1.849542886774652e-05,-7.696944685821242e-06,8.784071010992227e-07,-8.135154712986618e-07,1.712698465067913e-09,2.104693490319589e-09,45,40,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-107.hdf5,6.489162980056083e-08,2.7134978755178047e-09,1.6919225723978844e-06,2.7134978755178047e-09,0.0383537821760914,0.0016049747081753
0.35,7.801708057326584e-07,-7.250481083224078e-07,-1.2067898856117684e-05,1.8595657292447922e-07,7.78962668401518e-07,-7.239809706156341e-07,1.269177038382366e-09,1.5739667693953835e-09,45,41,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-108.hdf5,5.4981697785883946e-08,2.02192525725309e-09,1.502943639017152e-06,2.02192525725309e-09,0.0365826743987812,0.0013462100079008
0.375,6.811320111243011e-07,-6.38157602845411e-07,-2.693197656275676e-06,9.344159136495987e-06,6.806230853463068e-07,-6.375172864310973e-07,8.69595741117871e-10,7.661371059955542e-10,47,43,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-109.hdf5,4.3105798915209495e-08,1.158949014475435e-09,1.318140371777404e-06,1.158949014475435e-09,0.0327019791200878,0.0008797003528708
0.4,5.861732733060154e-07,-5.531664381778642e-07,2.491227047673208e-06,1.864542234763077e-05,5.864471066235461e-07,-5.523707462917931e-07,8.12812775909252e-10,6.440899127558266e-10,46,43,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-110.hdf5,3.4076360331752976e-08,1.0370710797216902e-09,1.1388178529153391e-06,1.0370710797216902e-09,0.0299225729948986,0.0009110633885513
0.425,4.938165294547898e-07,-4.680041169369418e-07,1.3710911938864015e-05,3.023704730986713e-05,4.939636102927763e-07,-4.677120445871042e-07,5.441212256974521e-10,4.954832094932164e-10,45,43,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-111.hdf5,2.6251565705672068e-08,7.359154293423912e-10,9.616756548798805e-07,7.359154293423912e-10,0.0272977334639411,0.0007655279243243
0.45,4.042861739884324e-07,-3.834856182114273e-07,2.333687759065514e-05,3.799528000438109e-05,4.03750813454269e-07,-3.835523772172572e-07,3.768042101052077e-10,3.9315666826284815e-10,45,43,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-112.hdf5,2.0198436237011813e-08,5.445673315142514e-10,7.873031906715262e-07,5.445673315142514e-10,0.0256552195854606,0.0006919145291859
0.475,3.193044568593561e-07,-3.043468838023484e-07,3.94087314885649e-05,5.371651519146169e-05,3.195248846857824e-07,-3.0467399150571495e-07,4.863005372593385e-10,4.278525701689732e-10,45,43,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-113.hdf5,1.4850893180067466e-08,6.477237330366374e-10,6.241988761914974e-07,6.477237330366374e-10,0.0237919255328991,0.0010379817325472
0.5,2.426326780547575e-07,-2.3247868507074657e-07,6.604725890484655e-05,7.699844507521491e-05,2.42439699034632e-07,-2.323069212922469e-07,4.18904286578561e-10,4.4293055603405004e-10,43,41,2023/11/Data_1121/JS633-W2_Wsc@v3.1_Wsc=0.3um-N_WFS04-114.hdf5,1.0132777742385113e-08,6.096460274475065e-10,4.747466203268789e-07,6.096460274475065e-10,0.0213435489765221,0.0012844427885584
