in-plane magnitude,ic+,ic-,center+,center-,ic+ from fit,ic- from fit,rmse+,rmse-,#points in +fit,#points in -fit,datafile,delta,delta_err,sigma,sigma_err,eta,eta_err
-0.1,1.953875475202171e-06,-2.1227420455574446e-06,-2.506395553205028e-05,-2.227529532628893e-05,1.953060619711916e-06,-2.119450558948138e-06,6.619686991323554e-10,2.033139983749053e-09,33,33,2023/07/Data_0709/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-333.hdf5,-1.6638993923622207e-07,2.138190999922617e-09,4.072511178660054e-06,2.138190999922617e-09,-0.04085684039570102,0.00052546814069874
-0.08,2.163360176062376e-06,-2.278112592274194e-06,-2.751795501562837e-05,-2.5981321909771304e-05,2.162417091366633e-06,-2.276536479715372e-06,9.192023515999483e-10,1.7609607683404127e-09,33,33,2023/07/Data_0710/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-335.hdf5,-1.1411938834873905e-07,1.9864329313674124e-09,4.438953571082004e-06,1.9864329313674124e-09,-0.025708624008185382,0.00044764813170501916
-0.06,2.353916742785136e-06,-2.4113501921627583e-06,-2.478943947475556e-05,-2.527678525638974e-05,2.353422245448844e-06,-2.4102242942960804e-06,1.1946895838330238e-09,2.399204030729642e-09,33,33,2023/07/Data_0710/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-335.hdf5,-5.6802048847236497e-08,2.680198347657965e-09,4.763646539744924e-06,2.680198347657965e-09,-0.01192406875138936,0.0005626758531305369
-0.04,2.493477921407854e-06,-2.511898069604041e-06,-2.5063626001225463e-05,-2.54745769452646e-05,2.4930794446372245e-06,-2.5119891404125434e-06,1.4320436762261866e-09,1.8516120324154794e-09,33,33,2023/07/Data_0710/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-335.hdf5,-1.8909695775318963e-08,2.340772566740561e-09,5.005068585049768e-06,2.340772566740561e-09,-0.0037781092214805153,0.00046768375560220005
-0.02,2.5683360295063213e-06,-2.572605213023201e-06,-2.664713663119066e-05,-2.8221151128373155e-05,2.5687953854977085e-06,-2.572122488655631e-06,9.553316759045735e-10,1.4185558053084463e-09,33,33,2023/07/Data_0710/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-335.hdf5,-3.327103157922719e-09,1.7102512048704822e-09,5.14091787415334e-06,1.7102512048704822e-09,-0.0006471807640908212,0.0003326743598905341
0.0,2.602562051105685e-06,-2.592391679033738e-06,-3.773396567187636e-05,-3.965173839874364e-05,2.6032837979549844e-06,-2.591573094730016e-06,2.1545169319366832e-09,2.031687571624276e-09,35,35,2023/07/Data_0710/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-337.hdf5,1.171070322496835e-08,2.961367521719384e-09,5.1948568926850005e-06,2.961367521719384e-09,0.0022542879364893507,0.000570059023269615
0.02,2.578616035592944e-06,-2.5574696179394386e-06,-4.031818437285663e-05,-4.305981792554156e-05,2.577982248863197e-06,-2.5576348115370977e-06,2.1972830126694637e-09,1.7350129257129347e-09,35,35,2023/07/Data_0710/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-339.hdf5,2.034743732609928e-08,2.7997004286453137e-09,5.135617060400295e-06,2.7997004286453137e-09,0.003962023859410051,0.0005451579371994415
0.04,2.5132569476333565e-06,-2.4757679328779973e-06,-4.683129636415911e-05,-4.889487777480531e-05,2.511070711958931e-06,-2.4750353191631465e-06,2.453236830168729e-09,2.18007461718264e-09,37,37,2023/07/Data_0710/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-341.hdf5,3.603539279578429e-08,3.281934838076519e-09,4.986106031122077e-06,3.281934838076519e-09,0.007227161350131749,0.0006582332038777733
0.06,2.4065990953947463e-06,-2.3319968152562726e-06,-5.250589883498088e-05,-5.3372825986706e-05,2.405864798184255e-06,-2.3311578547006813e-06,2.19000240329818e-09,1.7832135448704867e-09,19,19,2023/07/Data_0711/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-343.hdf5,7.470694348357385e-08,2.824174405567293e-09,4.737022652884936e-06,2.824174405567293e-09,0.015770864730417937,0.0005962660103781747
0.08,2.275944695747251e-06,-2.145842556262384e-06,-6.271128983838352e-05,-6.161177928457975e-05,2.274865527993056e-06,-2.1443879659369e-06,1.8328697682881006e-09,1.4434020287187092e-09,35,35,2023/07/Data_0711/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-345.hdf5,1.3047756205615573e-07,2.3329854273042e-09,4.4192534939299566e-06,2.3329854273042e-09,0.029524796944862413,0.0005281439629136014
0.1,2.120470904487312e-06,-1.9413403233794955e-06,-6.384304659117865e-05,-6.098553472807185e-05,2.118370922365477e-06,-1.9398324138936005e-06,1.440786193119248e-09,1.0683086701846804e-09,33,35,2023/07/Data_0711/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-348.hdf5,1.7853850847187655e-07,1.7936410647269468e-09,4.0582033362590775e-06,1.7936410647269468e-09,0.043994470872535545,0.0004424066230973916
0.12,1.9448122954093226e-06,-1.741401605511376e-06,-6.304626031569351e-05,-5.871974850156598e-05,1.943657223499883e-06,-1.740658743002889e-06,1.1752817806102279e-09,8.818599588999873e-10,35,35,2023/07/Data_0711/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-350.hdf5,2.0299848049699383e-07,1.4693414344342962e-09,3.684315966502772e-06,1.4693414344342962e-09,0.055098010687092115,0.0003994147256323522
0.14,1.7632567493537964e-06,-1.5627158418973648e-06,-6.545290202609399e-05,-5.9091006233711125e-05,1.7618300643424817e-06,-1.5613598314509155e-06,1.0828268251193182e-09,1.0531946992104098e-09,33,35,2023/07/Data_0712/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-351.hdf5,2.0047023289156617e-07,1.5105406342243456e-09,3.3231898957933972e-06,1.5105406342243456e-09,0.060324639631736954,0.0004553716944771652
0.16,1.5740651410992932e-06,-1.3997703693046893e-06,-6.669686299800445e-05,-5.959425224975012e-05,1.5734720827477791e-06,-1.3994569696915846e-06,8.350474169263946e-10,8.624519272883214e-10,35,35,2023/07/Data_0712/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-351.hdf5,1.7401511305619452e-07,1.2004697061562127e-09,2.9729290524393635e-06,1.2004697061562127e-09,0.05853322093691093,0.0004044914674768831
0.18,1.3861445130344448e-06,-1.2515253606712593e-06,-7.249362134242514e-05,-6.60141491257946e-05,1.3860977580967687e-06,-1.2510139841405552e-06,8.744787266962605e-10,8.754054376545324e-10,33,35,2023/07/Data_0712/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-353.hdf5,1.3508377395621347e-07,1.2373551324173009e-09,2.637111742237324e-06,1.2373551324173009e-09,0.05122413729863737,0.00046982363497235987
0.2,1.2072874624651504e-06,-1.1152004613544253e-06,-7.40953122810138e-05,-6.887324603820747e-05,1.2073403096111786e-06,-1.11473012331162e-06,6.73172968698363e-10,8.613825907133035e-10,33,33,2023/07/Data_0712/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-355.hdf5,9.261018629955857e-08,1.0932254174552153e-09,2.322070432922799e-06,1.0932254174552153e-09,0.03988259140916315,0.0004711719809104116
0.22,1.0424680801889354e-06,-9.86379865689734e-07,-7.382871471126857e-05,-6.996875071357489e-05,1.0426491380679534e-06,-9.865524723123025e-07,5.79314608556059e-10,4.88621288745545e-10,35,35,2023/07/Data_0712/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-357.hdf5,5.6096665755650856e-08,7.578629028404921e-10,2.0292016103802556e-06,7.578629028404921e-10,0.02764469802738763,0.0003736210508526178
0.24,8.966605044125038e-07,-8.643389043027302e-07,-7.129472912526174e-05,-6.786905268424278e-05,8.96835715102774e-07,-8.646087578709399e-07,5.405157745969394e-10,5.287997405212251e-10,37,37,2023/07/Data_0712/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-359.hdf5,3.2226957231834126e-08,7.56165635402353e-10,1.7614444729737139e-06,7.56165635402353e-10,0.018295755402058054,0.0004293590821867617
0.26,7.738427633881141e-07,-7.532352025166383e-07,-7.011877267083935e-05,-6.614638799515648e-05,7.740097567457969e-07,-7.531242317997778e-07,2.0948340608110767e-10,2.2406012281300727e-10,37,37,2023/07/Data_0712/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-361.hdf5,2.088552494601911e-08,3.0673479759936296e-10,1.5271339885455746e-06,3.0673479759936296e-10,0.013676288461047384,0.00020087528961449064
0.28,6.708070747559004e-07,-6.569346267689882e-07,-7.04729701691423e-05,-6.623797278909553e-05,6.711993283634763e-07,-6.570754451670681e-07,2.8835599438787417e-10,2.4613602657727674e-10,37,37,2023/07/Data_0712/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-363.hdf5,1.412388319640812e-08,3.7912019608386677e-10,1.3282747735305445e-06,3.7912019608386677e-10,0.010633254111170796,0.00028543915449812167
0.3,5.875268110841893e-07,-5.793177997510496e-07,-6.874166504314567e-05,-6.531608777029878e-05,5.876550912418147e-07,-5.79481873090085e-07,2.635133260316661e-10,1.7838479247326274e-10,37,37,2023/07/Data_0713/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-364.hdf5,8.173218151729673e-09,3.182144044225531e-10,1.1671369643318998e-06,3.182144044225531e-10,0.00700279264688377,0.00027265198218088323
0.35,4.709181491356504e-07,-4.688284137102796e-07,-6.647468472338384e-05,-6.382714659993554e-05,4.710376685673039e-07,-4.688333190649362e-07,4.1369993843416656e-10,3.9802356559135855e-10,37,37,2023/07/Data_0713/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-366.hdf5,2.204349502367677e-09,5.740822221829306e-10,9.398709876322401e-07,5.740822221829306e-10,0.0023453745581837365,0.0006108112801497775
0.4,4.256979922545616e-07,-4.236147360438625e-07,-5.81792723103027e-05,-5.607181698248114e-05,4.2583425348058454e-07,-4.238051956918099e-07,2.9659399607361035e-10,3.2017270801056933e-10,37,37,2023/07/Data_0713/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-368.hdf5,2.0290577887746493e-09,4.364384967687132e-10,8.496394491723944e-07,4.364384967687132e-10,0.0023881398053622474,0.0005136764091434753
0.45,3.736202641373294e-07,-3.70619965552969e-07,-6.0915776082937615e-05,-5.920175033263413e-05,3.737359181295447e-07,-3.708956408973639e-07,1.5107809556963884e-10,1.8336368744454988e-10,37,37,2023/07/Data_0713/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-370.hdf5,2.8402772321808264e-09,2.375854221837096e-10,7.446315590269086e-07,2.375854221837096e-10,0.003814339048283861,0.00031906672183586036
0.5,2.899949482727923e-07,-2.870286118913417e-07,-4.9210401417447234e-05,-4.879979854666608e-05,2.900497042799076e-07,-2.870614200618999e-07,1.2940131170386706e-10,1.1185634039689136e-10,35,35,2023/07/Data_0713/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-372.hdf5,2.9882842180077232e-09,1.710454336065906e-10,5.771111243418075e-07,1.710454336065906e-10,0.005178004879763576,0.0002963861193954278
0.55,1.9879868435740134e-07,-1.9630253660872445e-07,-4.0466642073065046e-05,-4.158406932109716e-05,1.9867219602804697e-07,-1.9635709933609765e-07,1.7656222509232418e-10,1.7658397989166888e-10,33,33,2023/07/Data_0713/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-374.hdf5,2.315096691949323e-09,2.49712076768293e-10,3.9502929536414465e-07,2.49712076768293e-10,0.0058605696314629726,0.0006321464458510196
0.6,1.415554303662986e-07,-1.4045803474949386e-07,-5.2697629027402296e-05,-5.197320378001584e-05,1.4135358174591338e-07,-1.3985673422030834e-07,3.0008301121589525e-10,3.5114013121774087e-10,35,35,2023/07/Data_0713/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-374.hdf5,1.4968475256050445e-09,4.618973970180081e-10,2.812103159662217e-07,4.618973970180081e-10,0.005322875586772009,0.0016425568843557625
0.65,1.208536756343736e-07,-1.2016586093898336e-07,-8.821276721611846e-05,-9.214015125917654e-05,1.2057847745642613e-07,-1.198711872977955e-07,3.65503827585981e-10,3.7146610506250966e-10,33,31,2023/07/Data_0714/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-376.hdf5,7.072901586306371e-10,5.211334907586673e-10,2.4044966475422165e-07,5.211334907586673e-10,0.0029415310657787846,0.0021673382072193857
0.7,1.155590235730044e-07,-1.1574328733289573e-07,-0.0001147178445397,-0.0001143147039205,1.1525509052286278e-07,-1.1546204769078773e-07,3.40304837056772e-10,4.102289908003245e-10,29,27,2023/07/Data_0714/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-378.hdf5,-2.069571679249561e-10,5.330058226861025e-10,2.307171382136505e-07,5.330058226861025e-10,-0.0008970168819158463,0.0023102143224019763
0.75,1.097281687671035e-07,-1.0975581505239585e-07,-0.0001244219020832,-0.0001245788590663,1.0955253591292064e-07,-1.0916910670694933e-07,3.4502739668340227e-10,3.223194779367024e-10,26,27,2023/07/Data_0714/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-380.hdf5,3.8342920597131297e-10,4.721586071644932e-10,2.1872164261986998e-07,4.721586071644932e-10,0.0017530464812652244,0.002158722506930091
0.8,9.411896368828814e-08,-9.303786109113089e-08,-0.0001161053147247,-0.000114486312517,9.353668202299437e-08,-9.26745276035886e-08,4.4325670495040885e-10,4.5020165130810416e-10,27,28,2023/07/Data_0714/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-382.hdf5,8.621544194057706e-10,6.317895482864825e-10,1.8621120962658298e-07,6.317895482864825e-10,0.004629981305285994,0.0033929016479037843
0.85,7.43957225330139e-08,-7.365828231425285e-08,-0.0001010390185488,-9.60584877539809e-05,7.399256068176308e-08,-7.290794871368344e-08,6.897010008673959e-10,5.555793657115171e-10,29,33,2023/07/Data_0716/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-383.hdf5,1.0846119680796377e-09,8.856386973263416e-10,1.469005093954465e-07,8.856386973263416e-10,0.0073833097825408735,0.006028997722131727
0.9,5.972916425381517e-08,-5.946250413753176e-08,-6.067438757807672e-05,-5.51547841873736e-05,5.9205198339045924e-08,-5.835195299833256e-08,8.05497085646535e-10,7.321732611496836e-10,37,29,2023/07/Data_0716/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-384.hdf5,8.532453407133614e-10,1.0885326082978058e-09,1.1755715133737848e-07,1.0885326082978058e-09,0.007258132159604853,0.009259847382722024
0.95,5.5156266577855214e-08,-5.464202683135536e-08,-2.4562471690926023e-05,-3.21199817207528e-05,5.4834564986287454e-08,-5.413646160854407e-08,4.1078531785893265e-10,3.774052485373775e-10,29,23,2023/07/Data_0716/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-385.hdf5,6.981033777433827e-10,5.578344727533643e-10,1.0897102659483153e-07,5.578344727533643e-10,0.006406321015392669,0.005119213217455694
1.0,5.905132194709185e-08,-5.901813685743356e-08,-2.1348788151690223e-05,-3.0073586299394225e-05,5.8044282020042974e-08,-5.8310038894090646e-08,6.558638380748273e-10,5.01180322435207e-10,17,19,2023/07/Data_0716/JS633-W2_Wsc@v3.1_Wsc=0.6um-NNW_WFS01-385.hdf5,-2.657568740476723e-10,8.254326681750009e-10,1.1635432091413362e-07,8.254326681750009e-10,-0.0022840309836348388,0.0070941484144701064
